,,silo3
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166665,-114155
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166670,-114129
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166675,-114192
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166680,-114048
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166685,-114223
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166690,-114036
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166695,-113840
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166700,-113798
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166705,-113777
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166710,-113689
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166715,-113581
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166720,-113481
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166725,-113565
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166730,-113460
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166735,-113289
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166740,-113213
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166745,-113469
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166750,-113112
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166755,-113363
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166760,-114026
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166765,-113777
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166770,-113964
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166775,-113838
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166780,-114231
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166785,-114110
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166790,-113783
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166795,-113904
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166800,-113699
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166805,-113956
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166810,-113750
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166815,-113517
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166820,-113046
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166825,-113794
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166830,-113599
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166835,-113616
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166840,-113709
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166845,-113604
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166850,-113851
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166855,-113730
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166860,-114103
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166865,-114224
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166870,-114010
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166875,-113259
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166880,-113179
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166885,-113845
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166890,-113249
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166895,-113492
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166900,-114082
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166905,-113255
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166910,-113093
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166915,-112970
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166920,-112610
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166925,-113149
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166930,-112770
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166935,-112587
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166940,-111961
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166945,-113142
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166951,-112974
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166955,-112977
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166960,-113223
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166965,-112979
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166970,-112836
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166975,-113010
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166980,-113165
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166985,-112734
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166990,-112863
c9da44b8-4771-11ea-9d18-26361acb5d98,1583166995,-112993
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167000,-112999
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167005,-112664
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167010,-112889
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167015,-112766
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167020,-112589
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167025,-112911
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167030,-113058
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167035,-113564
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167040,-113662
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167045,-113659
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167050,-113696
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167055,-113810
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167060,-113900
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167065,-114342
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167070,-114047
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167075,-114438
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167080,-114440
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167085,-114257
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167090,-114106
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167095,-113921
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167100,-113700
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167105,-113358
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167110,-113463
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167115,-113454
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167120,-113473
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167125,-113178
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167130,-113173
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167135,-113249
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167140,-113064
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167145,-113014
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167150,-112829
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167155,-112776
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167160,-112556
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167165,-112680
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167170,-112397
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167175,-111964
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167180,-112181
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167185,-112361
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167190,-112742
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167195,-112719
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167200,-112650
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167205,-112745
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167210,-112560
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167215,-112751
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167220,-112721
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167225,-112838
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167230,-112548
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167235,-112487
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167240,-112167
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167245,-112748
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167250,-112855
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167255,-112756
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167260,-112364
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167265,-112684
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167270,-112545
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167275,-114039
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167280,-113695
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167285,-113917
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167290,-113974
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167295,-114084
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167300,-114065
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167305,-114891
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167310,-114974
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167315,-114937
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167320,-115349
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167325,-115603
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167330,-115940
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167335,-116173
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167340,-116116
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167345,-116386
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167350,-116544
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167355,-117443
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167360,-116932
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167365,-117844
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167370,-117043
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167375,-117248
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167380,-117520
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167385,-118124
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167390,-117911
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167395,-117842
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167400,-117447
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167405,-117130
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167410,-116827
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167415,-117418
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167420,-116846
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167425,-117107
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167430,-116548
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167435,-116736
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167440,-116557
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167445,-116557
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167450,-116311
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167455,-116023
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167460,-116126
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167465,-115838
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167470,-116394
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167475,-116331
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167480,-116838
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167485,-117259
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167490,-117016
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167495,-116957
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167500,-117004
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167505,-117088
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167510,-117177
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167515,-117328
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167520,-116901
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167525,-117027
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167530,-116981
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167535,-116570
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167540,-116442
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167545,-116510
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167550,-115764
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167555,-115835
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167560,-115501
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167565,-115409
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167570,-115237
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167575,-115125
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167580,-115021
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167585,-114974
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167590,-114906
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167595,-114756
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167600,-114676
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167605,-114656
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167610,-114456
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167615,-114703
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167620,-114428
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167625,-114294
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167630,-114260
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167635,-114088
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167640,-113691
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167645,-113968
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167650,-113839
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167655,-113781
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167660,-113830
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167665,-113288
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167670,-113405
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167675,-113494
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167680,-113644
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167685,-113692
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167690,-113952
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167695,-113940
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167700,-113747
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167705,-113754
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167710,-113595
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167715,-114047
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167720,-114181
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167725,-114351
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167730,-114238
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167735,-114197
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167740,-114223
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167745,-114418
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167750,-114364
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167755,-114228
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167760,-114134
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167765,-114108
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167770,-113917
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167775,-113997
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167780,-113994
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167785,-114150
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167790,-114231
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167795,-114659
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167800,-114890
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167805,-114727
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167810,-115186
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167815,-115201
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167820,-115408
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167825,-115682
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167830,-115823
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167835,-116102
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167840,-116213
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167845,-116651
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167850,-116985
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167855,-117000
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167860,-117345
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167865,-117376
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167870,-117255
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167875,-117254
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167880,-117557
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167885,-117370
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167890,-118597
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167895,-117896
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167900,-118176
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167905,-117936
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167910,-118003
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167915,-117740
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167920,-118040
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167931,-118134
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167935,-118221
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167940,-118568
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167945,-118503
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167950,-118685
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167955,-118535
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167960,-118538
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167965,-118735
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167970,-118916
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167975,-119285
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167980,-119318
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167985,-119457
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167990,-119377
c9da44b8-4771-11ea-9d18-26361acb5d98,1583167995,-119277
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168000,-119046
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168005,-118855
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168010,-118648
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168015,-118805
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168020,-118985
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168025,-119315
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168030,-118784
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168035,-119364
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168040,-119598
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168045,-120064
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168050,-119900
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168055,-119474
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168060,-120172
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168065,-119994
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168070,-120326
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168075,-121193
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168080,-120729
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168085,-120454
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168090,-120743
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168095,-120664
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168100,-120532
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168105,-120609
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168110,-120648
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168115,-120573
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168120,-121080
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168125,-121048
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168130,-121185
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168135,-121035
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168140,-121555
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168145,-122049
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168150,-121531
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168155,-121534
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168160,-121350
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168165,-121934
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168170,-121188
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168175,-121701
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168180,-121402
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168185,-121075
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168190,-121754
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168195,-121855
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168200,-121145
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168205,-121446
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168210,-121798
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168215,-121768
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168220,-121613
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168225,-121232
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168230,-122011
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168235,-121958
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168240,-121749
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168245,-122034
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168250,-121862
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168255,-121677
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168260,-121444
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168267,-121379
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168270,-121453
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168275,-121512
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168280,-121481
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168285,-121714
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168290,-121626
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168295,-121951
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168300,-121928
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168305,-121875
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168310,-121902
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168315,-122075
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168320,-122228
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168325,-122006
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168330,-121822
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168335,-121886
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168340,-121856
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168345,-122181
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168350,-122424
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168355,-122193
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168360,-122394
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168365,-122306
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168370,-122526
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168375,-122312
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168380,-122596
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168385,-122328
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168390,-122186
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168395,-122214
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168400,-121677
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168405,-122055
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168410,-121750
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168415,-121811
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168420,-121698
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168425,-121422
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168430,-121573
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168435,-121623
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168440,-121473
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168445,-121200
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168450,-121620
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168455,-121424
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168460,-121349
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168465,-121210
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168470,-120887
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168475,-121243
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168480,-121431
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168485,-121408
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168490,-121606
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168495,-121596
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168500,-122009
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168505,-122050
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168510,-122061
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168515,-121896
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168520,-121601
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168525,-122114
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168530,-121756
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168535,-121936
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168540,-121937
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168545,-122021
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168550,-121881
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168555,-122264
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168560,-122223
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168565,-121970
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168570,-122184
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168575,-122374
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168580,-122051
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168585,-121851
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168590,-122543
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168595,-122325
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168600,-122510
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168605,-122386
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168610,-122899
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168615,-122983
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168620,-122902
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168625,-122918
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168630,-122751
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168635,-123208
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168640,-123036
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168645,-123073
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168650,-123167
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168655,-122931
c9da44b8-4771-11ea-9d18-26361acb5d98,1583168660,-122725
